ID Progetto,File,Indirizzo,Imprese,Valore Stimato,Latitudine,Longitudine
520633,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Panoramica 143  25123 Brescia ( BS ),MG Costruzioni srl,1000000,45.5409355,10.2405586
520652,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Golgi 5  27100 Pavia ( PV ),Capogruppo ATI; Meridionale Impianti SpA,3901000,45.1956726,9.149671399999999
520729,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Q.re al Mühlrain  39021 Laces ( BZ ),Bauunternehmen Latsch GmbH,3800000,46.6189328,10.8581633
520762,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Bottini  20025 Legnano ( MI ),Quality House srl,5000000,45.5907144,8.892412
520893,DEFINITIVO VENETO FINO A MAGGIO 2025,Via VIII Aprile  36053 Gambellara ( VI ),Fratelli Fontana srl,200000,45.4560294,11.3816522
520896,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via S.Giovanni Bosco  23880 Casatenovo ( LC ),Impresa Edile Costruzioni Sassella srl; assegnato,2000000,45.6678841,9.318523
520908,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Buonamici - via Gravina  47924 Rimini ( RN ),Mar Bell srl,5500000,44.048514,12.5939322
520914,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Marabini 2  40026 Imola ( BO ),Sika Costruzioni,600000,44.3675348,11.7157781
520941,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Loc.San Bernardino  23026 Ponte in Valtellina ( SO ),Edilpol srl,559000,46.1757327,9.9807131
520977,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ponte Vecchio 6  20128 Milano ( MI ),Germano Costruzioni srl,2000000,45.5049715,9.2246036
521033,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Gentile Bellini 8  20146 Milano ( MI ),Pegaso srl,3000000,45.4497684,9.1433766
521093,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Grossi 21  20015 Parabiago ( MI ),MDG Immobiliare srl,1200000,45.5655432,8.9520474
521101,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,P.za Ovidio 4  20138 Milano ( MI ),Ba.Ia srl,4000000,45.457976,9.2401016
521168,DEFINITIVO PIEMONTE MAGGIO ,Via Orbassano   10040 Rivalta di Torino ( TO ),DAM sas di Scabin Luigino & C; assegnato,10000000,45.0138169,7.5127669
521169,DEFINITIVO PIEMONTE MAGGIO ,Via Santa Brigida  12030 Manta ( CN ),Ciga Costruzioni srl,750000,44.6176016,7.4833618
521188,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Loc. Romagnano  38123 Trento ( TN ),Carlini Costruzioni; assegnato,800000,46.0173839,11.1057844
521195,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Bianchi  31021 Mogliano Veneto ( TV ),Finmac srl,750000,45.5762861,12.2451871
521207,DEFINITIVO PIEMONTE MAGGIO ,Via Bongioanni 20  12100 Cuneo ( CN ),Capogruppo ATI; Gruppo ECF SpA,5274000,44.3808057,7.535428599999999
521221,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Vittime delle Foibe  38122 Trento ( TN ),Enrico Rigotti Costruzioni,3360000,46.0858331,11.1141948
521222,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Filari Longhi  38123 Trento ( TN ),Enrico Rigotti Costruzioni,1760000,46.0376502,11.1108578
521247,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Andreis  25015 Desenzano del Garda ( BS ),Capogruppo ATI; LTL Labortatorio Tecnologico Lombardo srl; Pavoni SpA; assegnato,1323000,45.4694462,10.5237675
521329,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Plinio   20025 Legnano ( MI ),Seguino Costruzioni srl; assegnato,15000000,45.6018535,8.9047735
521477,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Marconi 11   47924 Rimini ( RN ),Modulo Costruzioni,1800000,44.0337265,12.6159917
521493,DEFINITIVO VENETO FINO A MAGGIO 2025,Loc. Pì  37010 Torri del Benaco ( VR ),Luma Immobilien srl,400000,45.6100811,10.6870102
521511,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le Siracusa  47924 Rimini ( RN ),Oasi srl,3000000,44.0420413,12.6038936
521547,DEFINITIVO VENETO FINO A MAGGIO 2025,"Via Forlanini, 71  31029 Vittorio Veneto ( TV )",Consorzio Stabile Imprese Padovane; Sicea srl,1338000,45.9873437,12.3201055
521558,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Meriggio  23100 Sondrio ( SO ),Bonfadini Costruzioni srl,7000000,46.1636287,9.8713701
521559,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via dei Boschetti  24055 Cologno al Serio ( BG ),Dalco Imm.re srl; Serio Imm.re srl; assegnato,6500000,45.5840088,9.7057637
521660,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Sant'Ambrogio 21  24127 Bergamo ( BG ),Vittoria Costruzioni Group,4800000,45.6789694,9.6450437
521686,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Falcone  20083 Gaggiano ( MI ),AL Costruzioni srl,1000000,45.4056655,9.0453807
521705,DEFINITIVO EMILIA ROMAGNA MAGGIO,Loc. Pontetaro  43015 Noceto ( PR ),Immobiliare Pavisalso srl,900000,44.8241552,10.2166533
521723,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Vittorio Veneto 25  22075 Lurate Caccivio ( CO ),Barone Costruzioni srl,1000000,45.7637999,8.9958264
521728,DEFINITIVO PIEMONTE MAGGIO ,Loc. Colloro  28803 Premosello-Chiovenda ( VB ),Sama srl; assegnato,434000,46.01063389999999,8.3257049
521752,DEFINITIVO LIGURIA MAGGIO 2025,Via Matteotti 29  18100 Imperia ( IM ),Fiammengo Federico srl,303000,43.87829319999999,8.015913
521801,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Cacciatori delle Alpi 16  31015 Conegliano ( TV ),Terna Costruzioni srl,1824000,45.87343360000001,12.2836901
521913,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Mameli  31015 Conegliano ( TV ),Edilarea Costruzioni srls,1500000,45.8787928,12.2975529
521922,DEFINITIVO VENETO FINO A MAGGIO 2025,V.lo G. Visentin  35020 Albignasego ( PD ),Valverde Imm.re srl,1000000,45.3139501,11.9481531
521926,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Dante  35030 Selvazzano Dentro ( PD ),Cedri Immobiliare srl,1350000,45.4199515,11.8062447
521945,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Braglio snc  36034 Malo ( VI ),Panizzon Bruno & Figli srl; assegnato,400000,45.6568455,11.4197044
521973,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Leonardo Da Vinci  20018 Sedriano ( MI ),Bramante Immobiliare srl,2500000,45.485116,8.9703705
521993,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Valle 2  25046 Cazzago San Martino ( BS ),Immobiliare Febretti di Vincenzo e Rosanna Febretti; assegnato,1800000,45.5938733,10.0364992
522006,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,via Portici Suardo 25  24060 Chiuduno ( BG ),Fratus Edile srl,800000,45.64864490000001,9.840124699999999
522112,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via del Travai  38122 Trento ( TN ),Dalbon Costruzioni srl,630000,46.0647289,11.1214714
522148,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Larga  44042 Cento ( FE ),LUVA srl,300000,44.7725787,11.2886909
522205,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Ariosto snc  40026 Imola ( BO ),SOGEI srl,1050000,44.3496035,11.713451
522222,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Stretta 28  25128 Brescia ( BS ),New Age Properties srl,4000000,45.5619378,10.2211729
522233,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Morgagni 19  20129 Milano ( MI ),C Group Engineering srl,1700000,45.4786499,9.212314
522260,DEFINITIVO PIEMONTE MAGGIO ,Via XXV Aprile  10091 Alpignano ( TO ),Beton Scavi srl,800000,45.0886321,7.5277946
522326,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via della Repubblica  47034 Forlimpopoli ( FC ),Gazzoni srl,1200000,44.1910269,12.1290072
522333,DEFINITIVO LIGURIA MAGGIO 2025,Loc.Begato  16159 Genova ( GE ),ITM Consorzio Stabile; integrato,11499000,44.4485558,8.9262591
522380,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via San Sebastiano  20011 Corbetta ( MI ),Prisma Costruzioni srl,1000000,45.4639492,8.9183888
522415,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Chirici Ginetta  40036 Monzuno ( BO ),Costruzioni Il Paese srl,200000,44.3192461,11.2629324
522418,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,V.le Sardegna 23  21052 Busto Arsizio ( VA ),Gherardi Costruzioni srls,2800000,45.6083163,8.863543900000002
522447,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Teramo 16  20142 Milano ( MI ),BRB Costruzioni Edili srl,2500000,45.4338621,9.148172899999999
522467,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via alla Chiesa 19  26010 Pianengo ( CR ),Edil Tre srl,200000,45.3993288,9.6950398
522495,DEFINITIVO EMILIA ROMAGNA MAGGIO,Str. Varana snc   43017 San Secondo Parmense ( PR ),Unicrea srls; assegnato,600000,44.9127343,10.2085834
522565,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Sostegno  25124 Brescia ( BS ),Girelli Costruzioni srl,4500000,45.530567,10.2152483
522631,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Einaudi 22  38123 Trento ( TN ),Kostruire srl,1600000,46.05239479999999,11.1269947
522660,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Marconi  32043 Cortina d'Ampezzo ( BL ),Renco SpA,73000000,46.5390093,12.1378388
522684,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Pietro Mennea 1/3  40016 San Giorgio di Piano ( BO ),Schibuola Costruzioni srl,600000,44.6450687,11.3681995
522696,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Magenta 19  23871 Lomagna ( LC ),Edil 13 srl,2240000,45.6669594,9.3726487
522739,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Benaco  25081 Bedizzole ( BS ),Ediltecno Collenghi snc di Collenghi Sandro & C,1300000,45.5068642,10.4423252
522749,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Silvio Mario Rozza  27025 Gambolò ( PV ),Edil Floro srl; assegnato,1000000,45.26832,8.8522617
522784,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via S.Matteo 55  42020 San Polo d'Enza ( RE ),Edil F.lli Leto snc,750000,44.62577960000001,10.4262981
522788,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Boiardi - Via V. Emanuele II  42048 Rubiera ( RE ),Samoter del geom.Munno Antonio; aggiudicato all'impresa segnalata che ha; assegnato,300000,44.6543414,10.7837623
522887,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Teatro Vecchio 17  31015 Conegliano ( TV ),Bodio H srl,500000,45.888254,12.2985116
522919,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Pisacane  40026 Imola ( BO ),Decostile; In Casa RE srl; SX srl; TBR Costruzioni Generali,2000000,44.3477959,11.7257528
522928,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Aldo Fochi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,1350000,44.6162856,10.2627827
522934,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Borgo Casale 39  36100 Vicenza ( VI ),Rb Costruzioni srl,200000,45.5467055,11.5562532
522968,DEFINITIVO PIEMONTE MAGGIO ,L.go San Martino   28100 Novara ( NO ),EDIL COIM srl,348000,45.4468711,8.6108667
523110,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Del Sole  47030 San Mauro Pascoli ( FC ),Le Case di Foschi,300000,44.1117077,12.4168729
523137,DEFINITIVO PIEMONTE MAGGIO ,Via Torre Lavina  10080 Salassa ( TO ),JCS Costruzioni srl,750000,45.3530307,7.6949493
523168,DEFINITIVO VENETO FINO A MAGGIO 2025,Via John Fitzgerald Kennedy  31032 Casale sul Sile ( TV ),Edilvi SpA,300000,45.5908696,12.3337384
523180,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Italia  20083 Gaggiano ( MI ),AL Costruzioni srl,1500000,45.4077121,9.0539998
523232,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Borgazzi 37  20900 Monza ( MB ),Eurocostruzioni Group scarl; integrato,752000,45.5693306,9.264610099999999
523284,DEFINITIVO LIGURIA MAGGIO 2025,Via Terzi   16039 Sestri Levante ( GE ),Edil Net srl,2023000,44.2742979,9.4087733
523286,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Luigi Magrini 10  24122 Bergamo ( BG ),Sistema Costruzioni srl,7360000,45.6864728,9.6646675
523312,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Medici 45  20900 Monza ( MB ),Progeco srl,1760000,45.5865847,9.2601744
523349,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Monza 123  20125 Milano ( MI ),Luxury Restauri e Ristrutturazioni srl,2000000,45.4988758,9.220290799999999
523358,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Moretto da Brescia   35134 Padova ( PD ),Unyon Consorzio Stabile scarl,582000,45.4334827,11.8890065
523359,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Duprè 24  35134 Padova ( PD ),FM Costruzioni srl,484000,45.4363083,11.8890936
523390,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Fraz. Mollaro  38012 Predaia ( TN ),Dinamos s.coop.rl; assegnato,3200000,46.2953185,11.0684993
523399,DEFINITIVO PIEMONTE MAGGIO ,Via Bistolfi  10040 La Loggia ( TO ),Impredil di Giuliano Giuseppe & C sas; assegnato,2500000,44.9567796,7.6673596
523433,DEFINITIVO VENETO FINO A MAGGIO 2025,"Via Luigi Savoia, 5-7  45014 Porto Viro ( RO )",Panizzo srl,450000,45.0371063,12.2132814
523450,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Cà Fabbri  47824 Poggio Torriana ( RN ),System Pav Di Sarghianu Iulian Marian,150000,43.983928,12.3886115
523485,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Turoldo 74  20065 Inzago ( MI ),Anna Costruzioni srl,1000000,45.5380554,9.4755852
523550,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Da Vinci  35014 Fontaniva ( PD ),Tiemme Costruzioni Edili SpA,1200000,45.6302226,11.759514
523594,DEFINITIVO PIEMONTE MAGGIO ,P.za G. Perotti 42  12061 Carrù ( CN ),Fabrizio Taricco Costruzioni srl; assegnato,1000000,44.4795933,7.876095299999999
523597,DEFINITIVO PIEMONTE MAGGIO ,Via A. Cagna  12069 Santa Vittoria d'Alba ( CN ),Edilmont sas,800000,44.6960346,7.9274258
523734,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Luisa Battistotti Sassi 10  20100 Milano ( MI ),Ad Archdesign srl; IN & CO srl,2800000,45.4632286,9.229086299999999
523747,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Risorgimento 25  47841 Cattolica ( RN ),Sartori Costruzioni srl,1800000,43.966014,12.7426751
523770,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Padre Kolbe  20035 Villa Cortese ( MI ),Edilcomfort srl Unipersonale,3000000,45.567703,8.877632
523792,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Carlo Boncompagni 51/2  20139 Milano ( MI ),Coprima srl,3000000,45.4384525,9.231479199999999
523839,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via IV Novembre  21043 Castiglione Olona ( VA ),Aram srl,4000000,45.7515169,8.8731174
523853,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Carducci  20855 Lesmo ( MB ),Edil GiBe srl,2000000,45.6455874,9.3086573
523874,DEFINITIVO VENETO FINO A MAGGIO 2025,P.za Martiri della Libertà 6  35020 Tribano ( PD ),Battistella Costruzioni srl,623000,45.2111481,11.8335549
523877,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Pozzo 24  22069 Rovellasca ( CO ),F.lli Bernasconi snc,1600000,45.6618494,9.050610599999999
523898,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Sirtori  22100 Como ( CO ),Nessi & Majocchi SpA,8000000,45.8065542,9.0887243
523909,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Roma 25  35010 Vigodarzere ( PD ),Sicom Srl,604000,45.45227089999999,11.889748
523929,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,V.le Papiniano 48  20123 Milano ( MI ),Murè Costruzioni srl,3000000,45.4570071,9.1703172
523931,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Soffredini 47  20126 Milano ( MI ),Fama Costruzioni Generali srl,4000000,45.5180217,9.2247405
523934,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Baroni 190  20142 Milano ( MI ),Cospe srl,5000000,45.4041332,9.169083299999999
523951,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Muzio Clementi  20900 Monza ( MB ),Racco Group SpA,2800000,45.5969788,9.2599599
523953,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Battisti 24  20010 Marcallo con Casone ( MI ),Rossi Costruzioni srl,2000000,45.4839958,8.870520599999999
523990,DEFINITIVO EMILIA ROMAGNA MAGGIO,Q.re. Navile  40126 Bologna ( BO ),Manelli Impresa Spa; assegnato,2833000,44.5019424,11.3493327
524034,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Nizzoli 4  20147 Milano ( MI ),Domus Service Co srl,3500000,45.4583775,9.132012999999999
524048,DEFINITIVO PIEMONTE MAGGIO ,C.so Francia 343-345-347  10093 Collegno ( TO ),Fiammengo Federico srl; integrato,875000,45.07179379999999,7.5568594
524082,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ippocrate 45  20100 Milano ( MI ),Viola Costruzioni srl,1579000,45.5218604,9.1628777
524175,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Campi 213  41125 Modena ( MO ),CGA Costruzioni Generali Appennino srl; Capogruppo ATI,1808000,44.6320838,10.9435508
524199,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via del Garda  38065 Mori ( TN ),Concaverde Costruzioni sas + Otto srl,11000000,45.8515949,10.9703634
524246,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Malaspina 38  43123 Parma ( PR ),Impresa ing.Marchesini srl,150000,44.7926845,10.3533414
524249,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le Milazzo  48015 Cervia ( RA ),Gruppo Ritmo srl,750000,44.2562839,12.3567983
524281,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Rovereto 7  20871 Vimercate ( MB ),Baraclit SpA,4000000,45.6002436,9.3648312
524292,DEFINITIVO PIEMONTE MAGGIO ,Via Badini 20  28064 Carpignano Sesia ( NO ),Cogeas srl,317000,45.5337896,8.4197127
524337,DEFINITIVO PIEMONTE MAGGIO ,Via Oberdan 10  10093 Collegno ( TO ),VGS Costruzioni; integrato,2402000,45.0735644,7.575206400000001
524373,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pascarella  20157 Milano ( MI ),Mapen srl,8000000,45.5165429,9.143186
524421,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Brigata Folgore  36027 Rosà ( VI ),Faggion Costruzioni,640000,45.7194804,11.7727102
524431,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Fornaci 12  40030 Castel di Casio ( BO ),Balestri Srl,1042000,44.157584,10.9793094
524448,DEFINITIVO VENETO FINO A MAGGIO 2025,Via della Pieve  35010 Massanzago ( PD ),Gifer srl,450000,45.536774,12.0138426
524455,DEFINITIVO PIEMONTE MAGGIO ,Via Einaudi  12013 Chiusa di Pesio ( CN ),Edil Pro Group,600000,44.3310663,7.6693764
524466,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Garibaldi  46024 Moglia ( MN ),S.Abba srl,1249000,44.9339794,10.91207
524547,DEFINITIVO PIEMONTE MAGGIO ,Via Prandi Vincenzo  12051 Alba ( CN ),Murri Costruzioni srls; assegnato,500000,44.6815079,8.0369869
524620,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ciardi 9  20148 Milano ( MI ),Devero Costruzioni SpA; Impresa Rusconi Carlo srl,10000000,45.4744302,9.131272
524696,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Enrico Fermi snc  35010 Carmignano di Brenta ( PD ),Immobiliare Carmignano srl,600000,45.6476516,11.7006711
524699,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Dei Carraresi SNC  35020 Codevigo ( PD ),Kubika srl,300000,45.2656015,12.0987614
524709,DEFINITIVO VENETO FINO A MAGGIO 2025,Loc. Baesse  37010 Costermano sul Garda ( VR ),SCR Immo srl,1800000,45.5836211,10.7438309
524717,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Mons. Vincenzo Milani  31036 Istrana ( TV ),Marchesin snc,750000,45.6761345,12.1105713
524769,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via XXIV Maggio  24036 Ponte San Pietro ( BG ),Marlegno srl,3000000,45.6970216,9.5746811
524785,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Ricostruzione  29014 Castell'Arquato ( PC ),Quattoli Giacomo Costruzioni Edili srl,1500000,44.8530971,9.8720214
524786,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Giuseppe Verdi   24030 Brembate di Sopra ( BG ),Vi Case srl; assegnato,1640000,45.7130675,9.5854613
524790,DEFINITIVO PIEMONTE MAGGIO ,Via del Padre  10040 Leini ( TO ),Guarnieri Costruzioni Edili sas,800000,45.1913195,7.7130313
524835,DEFINITIVO PIEMONTE MAGGIO ,Via Bellardi 56  10146 Torino ( TO ),Amato Costruzioni srl; assegnato,3500000,45.0790504,7.624677900000001
524849,DEFINITIVO PIEMONTE MAGGIO ,Fr. San Sicario  10054 Cesana Torinese ( TO ),Che Sole srl,5000000,44.9571787,6.8073592
524889,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Karmatsch 45  39029 Stelvio ( BZ ),Rainer Bau GmbH,220000,46.599385,10.5473077
524953,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Cima da Conegliano  31016 Cordignano ( TV ),Impresa Edile Artigiana Fratelli Carlet,900000,45.9443805,12.4231724
525023,DEFINITIVO EMILIA ROMAGNA MAGGIO,P.za Kennedy 6  40032 Camugnano ( BO ),Capogruppo ATI; Consorzio Stabile RCR; assegnato,429000,44.16886,11.08715
525069,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via A. Raffaelli 3  38060 Volano ( TN ),Edilia srl,3520000,45.9196584,11.0633261
525075,DEFINITIVO TRENTINO FINO A MAGGIO 2025,V.le Verona  38123 Trento ( TN ),Edil Nicoletti Costruzioni srl,960000,46.046459,11.1295863
525077,DEFINITIVO PIEMONTE MAGGIO ,Via Antona  28100 Novara ( NO ),Nuova Edil Pernate srl,2200000,45.4249149,8.6446938
525101,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Cornicione  20026 Novate Milanese ( MI ),Miculi srl,3800000,45.5276665,9.1439738
525119,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Agostoni 10  20851 Lissone ( MB ),Duemme Costruzioni srl; assegnato,2000000,45.6081064,9.2360515
525155,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Beltrami 33  24129 Bergamo ( BG ),Benis Costruzioni srl; aggiudicato mediante procedura; assegnato,707000,45.7108322,9.6548692
525171,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Gramsci 12  20037 Paderno Dugnano ( MI ),Duemme Costruzioni srl,1500000,45.5667549,9.1652799
525186,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Zini  41123 Modena ( MO ),Classe Immobiliare srl,2700000,44.6627115,10.8878308
525196,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Iotti  41012 Carpi ( MO ),Classe Immobiliare srl,1500000,44.7734447,10.8648974
525232,DEFINITIVO VENETO FINO A MAGGIO 2025,"Via Goldoni, 6  37019 Peschiera del Garda ( VR )",Impresa Edile Dal Pra' Nicola; assegnato,600000,45.4505359,10.6663435
525272,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Stacche  45100 Rovigo ( RO ),DF Costruzioni di Ferrari Diego sas,350000,45.0721176,11.8034468
525279,DEFINITIVO VENETO FINO A MAGGIO 2025,Via E. A. Mario ang. Via San Giorgio  35020 Albignasego ( PD ),BME immobiliare srl; assegnato,1500000,45.3349186,11.8708246
525281,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Turchia  35030 Selvazzano Dentro ( PD ),Coeb Costruzioni srl,1800000,45.3852811,11.7905623
525286,DEFINITIVO VENETO FINO A MAGGIO 2025,B.go Vicenza  35013 Cittadella ( PD ),Martini Costruzioni Edili; assegnato,900000,45.64817,11.77888
525291,DEFINITIVO VENETO FINO A MAGGIO 2025,"Via Cardinale Borromeo, 82  35030 Rubano ( PD )",Vega srl,600000,45.4293679,11.8093934
525302,DEFINITIVO VENETO FINO A MAGGIO 2025,Via G. Garibaldi  36056 Tezze sul Brenta ( VI ),Ferraro Marcello Imm.re,1280000,45.6879105,11.7029994
525329,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Regina della Pace  37010 Costermano sul Garda ( VR ),Gentile Costruzioni Srl,600000,45.5712297,10.7538086
525343,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Draganziolo  35017 Piombino Dese ( PD ),Impresa Edile Tosatto Mauro,1350000,45.6041541,11.9924716
525345,DEFINITIVO VENETO FINO A MAGGIO 2025,Via San Leopoldo Mandic  35012 Camposampiero ( PD ),Immobiliare Rialto srl,900000,45.2444178,11.7429146
525391,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Piave 1/2-1/3-1/4  40055 Castenaso ( BO ),Residenza Piave srl,4950000,44.4985104,11.4246234
525410,DEFINITIVO PIEMONTE MAGGIO ,St. Bricco Grosso   14010 Cantarana ( AT ),Delponte Ivan; Florian Group SpA,400000,44.9063691,8.0012189
525439,DEFINITIVO LIGURIA MAGGIO 2025,Loc Marinella  19038 Sarzana ( SP ),Capogruppo ATI; SET SpA Società Edilizia Tirrena; integrato,4834000,44.0481241,10.0151942
525462,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Grossi 23  20015 Parabiago ( MI ),MDG Immobiliare srl; assegnato,1400000,45.56561260000001,8.9521302
525473,DEFINITIVO PIEMONTE MAGGIO ,Via Michelangelo Buonarroti 75  28066 Galliate ( NO ),Airoldi Costruzioni srl,1000000,45.4759604,8.6834438
525474,DEFINITIVO PIEMONTE MAGGIO ,Via Luigi Einaudi  12011 Borgo San Dalmazzo ( CN ),Lovera & Aime sas,600000,44.3335692,7.4946596
525478,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Dante 79  36016 Thiene ( VI ),Immobiliare Metro' srl,1760000,45.7019746,11.4783612
525479,DEFINITIVO VENETO FINO A MAGGIO 2025,Giorgio Perlasca snc  36016 Thiene ( VI ),Cristian Randon,1280000,45.6720582,11.4863398
